ProbeSet_ID,Gene_Symbol,Gene_Description,NCBI_ID,FC,P.Value,adj.P.Val,mean_naive,mean_6d,
10409424,Mxd3,Max dimerization protein 3,17121,0.406,1.07507402839938e-06,3.0206307706617e-05,76,186,
10389627,Rad51c,RAD51 homolog c (S. cerevisiae),114714,0.405,6.69747415843967e-07,2.06321941874701e-05,63,156,
10428763,Atad2,ATPase family AAA domain containing 2,70472,0.4,7.55180784955713e-07,2.28961259399833e-05,239,598,
10504831,Sec61b,Sec61 beta subunit,66212,0.4,1.46204184903925e-06,3.90117847556277e-05,106,264,
10585706,Cox5a,cytochrome c oxidase subunit Va,12858,0.398,1.58023576496601e-06,4.16306931654154e-05,373,938,
10459071,2010002N04Rik,RIKEN cDNA 2010002N04 gene,106878,0.398,1.45774557177707e-07,5.73027368136091e-06,60,150,
10552418,Etfb,electron transferring flavoprotein beta polypeptide,110826,0.397,1.25029369117613e-07,5.05021383654644e-06,236,594,
10489078,Dsn1,DSN1 MIND kinetochore complex component homolog (S. cerevisiae),66934,0.397,5.12366937356383e-07,1.65618791346249e-05,96,242,
10586244,Dennd4a,DENN/MADD domain containing 4A,102442,0.396,2.2468935884655e-06,5.62413873235669e-05,198,501,
10552425,Vsig10l,RIKEN cDNA 2210412E05 gene,75690,0.396,1.6200075371776e-07,6.23052898789199e-06,105,266,
10458547,Gnpda1,glucosamine-6-phosphate deaminase 1,26384,0.396,2.82033309458353e-07,1.00546006103332e-05,235,593,
10537770,Zyx,zyxin,22793,0.396,3.41945243518008e-07,1.17706620980052e-05,676,1708,
10417787,Gng2,guanine nucleotide binding protein (G protein) gamma 2,14702,0.394,7.24897770275689e-07,2.213958606717e-05,338,859,
10542200,Gabarapl1,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 1,57436,0.393,4.352443464521e-07,1.44052584359618e-05,47,119,
10430825,Cenpm,centromere protein M,66570,0.393,1.3167076266778e-07,5.26603122000669e-06,74,187,
10429573,Ly6c2,lymphocyte antigen 6 complex locus C2,100041546,0.393,4.85197897779888e-07,1.57174964564973e-05,1233,3142,
10514133,Ttc39b,tetratricopeptide repeat domain 39B,69863,0.393,9.57303257318587e-07,2.76679596805225e-05,289,737,
10435581,Polq,polymerase (DNA directed) theta,77782,0.392,3.71300883180761e-07,1.2572772568792e-05,78,198,
10406270,Glrx,glutaredoxin,93692,0.392,8.84501560202067e-07,2.59641317825158e-05,205,523,
10546163,Mcm2,minichromosome maintenance deficient 2 mitotin (S. cerevisiae),17216,0.392,6.54152441269379e-07,2.0277098434472e-05,520,1328,
10408225,Hist1h4c,histone cluster 1 H4c,319155,0.39,2.52375356945677e-07,9.15531098369747e-06,99,253,
10408477,E2f3,E2F transcription factor 3,13557,0.39,7.36815089583444e-07,2.24211302351631e-05,68,175,
10408879,Gfod1,glucose-fructose oxidoreductase domain containing 1,328232,0.39,3.31334208834892e-07,1.14687654896989e-05,92,237,
10579659,Hmgn2,high mobility group nucleosomal binding domain 2,15331,0.39,2.61282663609081e-07,9.40995165096172e-06,1120,2874,
10597377,Fbxl2,F-box and leucine-rich repeat protein 2,72179,0.39,1.09047328524257e-06,3.0435378574212e-05,72,186,
10511803,2610029I01Rik,RIKEN cDNA 2610029I01 gene,77032,0.389,2.30622052064726e-06,5.74756278155709e-05,178,457,
10359648,Scyl3,SCY1-like 3 (S. cerevisiae),240880,0.389,1.06280416961583e-07,4.4367178417363e-06,69,178,
10408937,Atxn1,ataxin 1,20238,0.389,1.84220568444006e-06,4.7040420151245e-05,200,515,
10517141,Hmgn2,high mobility group nucleosomal binding domain 2,15331,0.389,2.69577903633779e-07,9.66679210699431e-06,1189,3061,
10404036,Hist1h2bg,histone cluster 1 H2bg,319181,0.386,1.87665203794179e-06,4.78220062265698e-05,45,117,
10591773,Hmgn2,high mobility group nucleosomal binding domain 2,15331,0.386,2.02573788488338e-07,7.53514023389008e-06,1067,2766,
10510687,Acot7,acyl-CoA thioesterase 7,70025,0.385,1.18336366818999e-06,3.26236607728219e-05,306,797,
10353420,Mcm3,minichromosome maintenance deficient 3 (S. cerevisiae),17215,0.384,7.35762505208163e-07,2.24211302351631e-05,503,1309,
10364293,Ube2g2,ubiquitin-conjugating enzyme E2G 2,22213,0.381,1.02600742571494e-07,4.31242977499579e-06,238,624,
10495945,4930422G04Rik,RIKEN cDNA 4930422G04 gene,71643,0.381,3.32561629109403e-07,1.14793641560451e-05,62,163,
10383731,Smtn,smoothelin,29856,0.381,6.04497813607416e-08,2.79504536377069e-06,74,193,
10376444,Hist3h2ba,histone cluster 3 H2ba,78303,0.38,1.8532040642485e-07,7.00842969487118e-06,36,96,
10407481,Pfkp,phosphofructokinase platelet,56421,0.379,5.03000452852944e-08,2.41369745916632e-06,717,1891,
10473919,Ckap5,cytoskeleton associated protein 5,75786,0.379,6.99158363463907e-08,3.12265676240995e-06,260,686,
10371616,Chpt1,choline phosphotransferase 1,212862,0.379,1.0905542519369e-06,3.0435378574212e-05,37,99,
10404051,Hist1h4d,histone cluster 1 H4d,319156,0.378,8.15420963455428e-08,3.5527834355308e-06,635,1682,
10589884,Bcl2a1c,B-cell leukemia/lymphoma 2 related protein A1c,12046,0.378,7.08845160902356e-07,2.16758761963295e-05,35,92,
10559486,Lair1,leukocyte-associated Ig-like receptor 1,52855,0.375,1.07332313321934e-07,4.46731980416727e-06,95,253,
10415791,Rnaseh2b,ribonuclease H2 subunit B,67153,0.375,5.78205767115267e-08,2.69386634840439e-06,223,594,
10361828,Cited2,Cbp/p300-interacting transactivator with Glu/Asp-rich carboxy-terminal domain 2,17684,0.375,1.22479947936389e-07,4.97140922226495e-06,647,1726,
10513195,Txn1,thioredoxin 1,22166,0.374,4.29660039282939e-07,1.42393450784699e-05,739,1975,
10354307,Txn1,thioredoxin 1,22166,0.374,1.08313158354269e-06,3.03456808478503e-05,298,796,
10544610,Igf2bp3,insulin-like growth factor 2 mRNA binding protein 3,140488,0.374,1.49882991609565e-06,3.97381267754637e-05,46,122,
10426669,Troap,trophinin associated protein,78733,0.372,5.16164663928601e-07,1.66235013713558e-05,87,233,
10573615,Orc6,origin recognition complex subunit 6-like (S. cerevisiae),56452,0.371,2.40937447288947e-07,8.79157110005146e-06,154,414,
10389214,Ccl9,chemokine (C-C motif) ligand 9,20308,0.37,3.49872023324792e-07,1.20103451312679e-05,37,100,
10368947,Aim1,absent in melanoma 1,11630,0.368,4.56336791744591e-08,2.22560186376882e-06,519,1411,
10503617,F730047E07Rik,RIKEN cDNA F730047E07 gene,212377,0.367,9.53037805952197e-07,2.75860722415106e-05,135,368,
10530269,Rbm47,RNA binding motif protein 47,245945,0.367,1.55112387040292e-06,4.09503274345144e-05,45,122,
10410092,Zfp367,zinc finger protein 367,238673,0.365,8.22234115684376e-08,3.57489988909851e-06,208,570,
10354374,Slc40a1,solute carrier family 40 (iron-regulated transporter) member 1,53945,0.364,1.09955944199697e-06,3.06523718271237e-05,23,65,
10514128,Ttc39b,tetratricopeptide repeat domain 39B,69863,0.364,7.78013700084495e-08,3.41969266904864e-06,151,417,
10463945,Dusp5,dual specificity phosphatase 5,240672,0.364,4.97559376372455e-08,2.39848641739929e-06,203,559,
10359849,Uck2,uridine-cytidine kinase 2,80914,0.364,1.2827729307449e-06,3.47845659946918e-05,162,446,
10390519,Plxdc1,plexin domain containing 1,72324,0.363,2.87866218583312e-08,1.52318511667374e-06,65,180,
10494322,Anp32e,acidic (leucine-rich) nuclear phosphoprotein 32 family member E,66471,0.363,1.37377389551961e-07,5.42586260287474e-06,413,1136,
10500333,Hist2h4,histone cluster 2 H4,97122,0.363,2.32143547431987e-07,8.50806101338233e-06,1320,3636,
10521678,Cd38,CD38 antigen,12494,0.363,2.01392179801313e-07,7.51361662426395e-06,93,257,
10492815,Tmem154,transmembrane protein 154,320782,0.363,2.37413252073717e-07,8.67567898560289e-06,137,377,
10531737,Hpse,heparanase,15442,0.362,5.48512425895521e-08,2.58902020419852e-06,30,82,
10475437,Sord,sorbitol dehydrogenase,20322,0.361,2.43397002107827e-08,1.34202214303789e-06,104,288,
10407262,Cdc20b,cell division cycle 20 homolog B (S. cerevisiae),238896,0.361,1.45198314575115e-07,5.71663885598897e-06,54,150,
10468639,Dclre1a,DNA cross-link repair 1A PSO2 homolog (S. cerevisiae),55947,0.36,4.8625055999203e-08,2.34851481707778e-06,76,211,
10404038,Hist1h3d,histone cluster 1 H3d,319149,0.36,2.11204816165564e-07,7.7881786077897e-06,57,159,
10580457,N4bp1,NEDD4 binding protein 1,80750,0.359,2.28669030751355e-07,8.39306271632586e-06,446,1242,
10582809,Tk1,thymidine kinase 1,21877,0.359,2.11739207903026e-07,7.79463004336665e-06,105,291,
10447799,Igf2r,insulin-like growth factor 2 receptor,16004,0.359,1.49990028011617e-07,5.83159356958738e-06,548,1527,
10355325,Bard1,BRCA1 associated RING domain 1,12021,0.359,3.8522432595893e-07,1.29912864026366e-05,44,122,
10607475,Prdx4,peroxiredoxin 4,53381,0.358,1.20813841553708e-06,3.31599400793117e-05,52,146,
10584710,H2afx,H2A histone family member X,15270,0.358,6.49336201772799e-07,2.01915080946926e-05,202,564,
10497752,Carhsp1,calcium regulated heat stable protein 1,52502,0.357,3.55617137675642e-08,1.80502857538744e-06,87,244,
10594404,Smad3,MAD homolog 3 (Drosophila),17127,0.357,4.01646905258807e-08,1.99797288879441e-06,389,1089,
10513166,Ptpn3,protein tyrosine phosphatase non-receptor type 3,545622,0.357,1.91042073788093e-06,4.84842216186034e-05,43,121,
10508759,Rpa2,replication protein A2,19891,0.356,9.13721367206565e-08,3.91267421194536e-06,287,805,
10408266,Hist1h2ba,histone cluster 1 H2ba,319177,0.356,1.68750164652695e-07,6.45867091276868e-06,40,112,
10471535,Fam129b,family with sequence similarity 129 member B,227737,0.356,2.73688484735755e-07,9.78603216152725e-06,85,238,
10581266,Tppp3,tubulin polymerization-promoting protein family member 3,67971,0.355,1.36018755247999e-07,5.38928365388016e-06,71,200,
10606071,Ercc6l,excision repair cross-complementing rodent repair deficiency complementation group 6 - like,236930,0.355,5.81032428845099e-08,2.70158399098462e-06,47,132,
10535979,Rfc3,replication factor C (activator 1) 3,69263,0.354,9.92938571145909e-07,2.83784576491954e-05,88,248,
10395287,Atxn7l1,ataxin 7-like 1,380753,0.354,9.06634894093042e-08,3.89571635010117e-06,70,198,
10568792,Stk32c,serine/threonine kinase 32C,57740,0.354,3.4223263690872e-08,1.75135970781091e-06,44,124,
10572897,Hmox1,heme oxygenase (decycling) 1,15368,0.353,4.35854777317305e-07,1.44063299208248e-05,64,182,
10412773,Slc4a7,solute carrier family 4 sodium bicarbonate cotransporter member 7,218756,0.352,1.22732629134202e-07,4.97244336107354e-06,139,396,
10475362,Wdr76,WD repeat domain 76,241627,0.352,4.00710847158202e-07,1.33331318195951e-05,205,582,
10532993,Cox6a1,cytochrome c oxidase subunit VI a polypeptide 1,12861,0.351,9.58087200236375e-07,2.76679596805225e-05,414,1180,
10568355,Pycard,PYD and CARD domain containing,66824,0.351,6.19047616212116e-08,2.84647688030228e-06,262,747,
10408113,Hist1h4i,histone cluster 1 H4i,319158,0.35,2.26762539084394e-07,8.33536283047385e-06,110,313,
10536472,Mdfic,MyoD family inhibitor domain containing,16543,0.35,3.96058177715328e-07,1.32136036211799e-05,134,384,
10371846,Apaf1,apoptotic peptidase activating factor 1,11783,0.348,1.12343031995388e-07,4.64313937543789e-06,248,713,
10449452,Fkbp5,FK506 binding protein 5,14229,0.348,3.41947875615601e-08,1.75135970781091e-06,370,1064,
10441530,Sytl3,synaptotagmin-like 3,83672,0.347,1.02821248269201e-06,2.92524103808793e-05,239,689,
10485405,Cd44,CD44 antigen,12505,0.346,1.07371983095104e-07,4.46731980416727e-06,117,337,
10399391,Gen1,Gen homolog 1 endonuclease (Drosophila),209334,0.346,1.67924355198525e-06,4.38221024110747e-05,93,268,
10399540,Pqlc3,PQ loop repeat containing,217430,0.345,3.93987670752773e-07,1.31798130610746e-05,169,489,
10364502,Palm,paralemmin,18483,0.345,9.87043871655985e-07,2.82748360567936e-05,69,201,
10506822,Orc1,origin recognition complex subunit 1-like (S.cereviaiae),18392,0.345,1.48964691878512e-06,3.95367204578943e-05,29,85,
10528077,Dbf4,DBF4 homolog (S. cerevisiae),27214,0.345,5.14045334193051e-08,2.44485454556473e-06,191,554,
10600698,5430427O19Rik,RIKEN cDNA 5430427O19 gene,71398,0.342,8.64582558409389e-07,2.54694166911097e-05,31,89,
10360028,Fcgr2b,Fc receptor IgG low affinity IIb,14130,0.342,4.65516945305789e-08,2.25274044872056e-06,44,130,
10408212,Hist1h2be,histone cluster 1 H1e,50709,0.341,5.68898298820657e-08,2.66005317133366e-06,87,254,
10437945,Mcm4,minichromosome maintenance deficient 4 homolog (S. cerevisiae),17217,0.341,5.03620367051795e-08,2.41369745916632e-06,492,1445,
10601854,Wbp5,WW domain binding protein 5,22381,0.34,1.81647021709314e-06,4.66221119983472e-05,44,129,
10404024,Hist1h4h,histone cluster 1 H4h,69386,0.339,1.54554307407748e-07,5.97178674297038e-06,74,218,
10530819,Hopx,HOP homeobox,74318,0.339,7.7785670473257e-07,2.33845775045214e-05,82,243,
10373530,Cdk2,cyclin-dependent kinase 2,12566,0.336,6.40232761602409e-08,2.92232250634711e-06,226,671,
10487930,Pcna,proliferating cell nuclear antigen,18538,0.336,1.19857895332795e-07,4.8968827335802e-06,768,2287,
10461391,Pcna,proliferating cell nuclear antigen,18538,0.335,1.16242961291415e-07,4.77266405486762e-06,767,2287,
10554281,Fanci,Fanconi anemia complementation group I,208836,0.335,1.21295171300865e-07,4.93940892019634e-06,60,180,
10456357,Pmaip1,phorbol-12-myristate-13-acetate-induced protein 1,58801,0.334,5.16274378518151e-07,1.66235013713558e-05,115,344,
10523281,Sept11,septin 11,52398,0.334,3.0988875127829e-08,1.60562317242361e-06,980,2934,
10395277,Sypl,synaptophysin-like protein,19027,0.332,4.19086988260482e-08,2.06906063516639e-06,88,266,
10586248,Dennd4a,DENN/MADD domain containing 4A,102442,0.331,9.35167350056707e-07,2.72906799743715e-05,181,545,
10440099,St3gal6,ST3 beta-galactoside alpha-23-sialyltransferase 6,54613,0.331,8.35580216698306e-08,3.62162263661829e-06,300,905,
10476252,Cdc25b,cell division cycle 25 homolog B (S. pombe),12531,0.33,6.75621976128481e-08,3.04723001139609e-06,279,844,
10417065,Rap2a,RAS related protein 2a,76108,0.329,1.46618465519023e-08,8.57752440766454e-07,89,272,
10379176,Unc119,unc-119 homolog (C. elegans),22248,0.329,6.97267205980757e-08,3.11980131193042e-06,127,387,
10427235,Prr13,proline rich 13,66151,0.328,7.7038574357162e-09,5.03925288747819e-07,327,996,
10406736,F2rl2,coagulation factor II (thrombin) receptor-like 2,14064,0.327,1.35643022469658e-08,8.0106526208266e-07,87,266,
10409031,Dek,DEK oncogene (DNA binding),110052,0.325,2.00975453931572e-08,1.13576196437248e-06,502,1544,
10587683,Bcl2a1a,B-cell leukemia/lymphoma 2 related protein A1a,12044,0.324,4.80909139303489e-07,1.56260985263645e-05,82,252,
10473022,Plp2,proteolipid protein 2,18824,0.324,1.00095133907204e-07,4.22808631734804e-06,584,1805,
10556280,Swap70,SWA-70 protein,20947,0.324,1.33776925885623e-06,3.60431194261784e-05,56,173,
10423791,4930447A16Rik,RIKEN cDNA 4930447A16 gene,74892,0.323,8.55369137170286e-07,2.52278220550981e-05,21,64,
10539617,Alms1,Alstrom syndrome 1 homolog (human),236266,0.323,3.31153723402945e-07,1.14687654896989e-05,62,193,
10483381,Stk39,serine/threonine kinase 39 STE20/SPS1 homolog (yeast),53416,0.321,5.0766082429738e-08,2.4283921426371e-06,156,486,
10562563,Ccne1,cyclin E1,12447,0.321,1.06934748659331e-08,6.54797986753772e-07,300,933,
10547916,Ptms,parathymosin,69202,0.321,7.33512578750703e-09,4.84896564658488e-07,180,561,
10480275,Nebl,nebulette,74103,0.321,7.03020776796559e-08,3.13221443950927e-06,49,153,
10488785,E2f1,E2F transcription factor 1,13555,0.321,1.9908105718699e-08,1.13018180118774e-06,64,201,
10356780,Pask,PAS domain containing serine/threonine kinase,269224,0.321,8.85617846352046e-09,5.5595385306765e-07,55,170,
10490104,Aurka,aurora kinase A,20878,0.32,1.37783157467955e-08,8.11780579294651e-07,86,268,
10588243,Ryk,receptor-like tyrosine kinase,20187,0.32,1.37214617958123e-06,3.67705667607779e-05,27,84,
10408321,Gmnn,geminin,57441,0.318,4.37618396324788e-08,2.14691450259968e-06,34,106,
10364030,Adora2a,adenosine A2a receptor,11540,0.318,1.24921377053208e-08,7.46592460172673e-07,148,466,
10366277,E2f7,E2F transcription factor 7,52679,0.316,7.1261233845565e-09,4.72333103696588e-07,84,264,
10358894,Sord,sorbitol dehydrogenase,20322,0.315,7.46053715544827e-09,4.8929343944232e-07,94,297,
10363475,Prf1,perforin 1 (pore forming protein),18646,0.315,1.68969321688676e-07,6.45867091276868e-06,442,1404,
10586254,Dennd4a,DENN/MADD domain containing 4A,102442,0.314,3.10892191170706e-08,1.60748032953451e-06,392,1246,
10411359,Plp2,proteolipid protein 2,18824,0.314,1.09297596102276e-07,4.53230397680687e-06,472,1504,
10565570,4632434I11Rik,RIKEN cDNA 4632434I11 gene,74041,0.314,9.65833775557768e-08,4.11461698366678e-06,51,162,
10495042,Ppm1j,protein phosphatase 1J,71887,0.312,2.86073126174981e-07,1.01560034907876e-05,83,265,
10476648,Dstn,destrin,56431,0.311,2.00340729512561e-08,1.13474810475274e-06,63,201,
10365933,Eea1,early endosome antigen 1,216238,0.311,1.92701059673335e-08,1.09896929271827e-06,61,195,
10463704,As3mt,arsenic (+3 oxidation state) methyltransferase,57344,0.311,1.30075388832605e-07,5.21179877891669e-06,125,404,
10603814,Slc9a7,solute carrier family 9 (sodium/hydrogen exchanger) member 7,236727,0.31,1.07625799144065e-08,6.57414256438328e-07,158,510,
10470775,Cercam,cerebral endothelial cell adhesion molecule,99151,0.31,7.34052028161187e-08,3.24938626036112e-06,71,228,
10603346,Plp2,proteolipid protein 2,18824,0.309,2.89002770800858e-08,1.52595912158877e-06,525,1697,
10390050,Eme1,essential meiotic endonuclease 1 homolog 1 (S. pombe),268465,0.308,4.19054304886495e-08,2.06906063516639e-06,53,171,
10585338,Kdelc2,KDEL (Lys-Asp-Glu-Leu) containing 2,68304,0.308,8.12907772981845e-09,5.22146585521999e-07,29,95,
10605113,L1cam,L1 cell adhesion molecule,16728,0.308,1.25952758299666e-07,5.07541022683384e-06,77,250,
10398996,Crip2,cysteine rich protein 2,68337,0.307,6.63282645644754e-07,2.04755108380032e-05,54,176,
10591556,Spc24,SPC24 NDC80 kinetochore complex component homolog (S. cerevisiae),67629,0.306,2.66488364310672e-08,1.43753744921008e-06,66,216,
10404389,Irf4,interferon regulatory factor 4,16364,0.306,8.04375681104019e-08,3.5231372099252e-06,54,175,
10568873,Adam8,a disintegrin and metallopeptidase domain 8,11501,0.306,5.79696203107048e-07,1.83572919616694e-05,61,201,
10553598,Cyfip1,cytoplasmic FMR1 interacting protein 1,20430,0.304,4.57525890815609e-09,3.25568748260957e-07,48,159,
10469322,Vim,vimentin,22352,0.304,4.86272220054306e-09,3.37671412538591e-07,2094,6887,
10520521,Cenpa,centromere protein A,12615,0.304,3.08413822482401e-08,1.6013102674805e-06,255,840,
10389719,Scpep1,serine carboxypeptidase 1,74617,0.303,4.43430778919828e-08,2.16689840632156e-06,104,344,
10434869,Ccdc50,coiled-coil domain containing 50,67501,0.303,3.73663318547423e-09,2.77155869786872e-07,256,843,
10586184,Tipin,timeless interacting protein,66131,0.303,2.11251454091399e-07,7.7881786077897e-06,138,455,
10453867,Rbbp8,retinoblastoma binding protein 8,225182,0.302,3.07575911260641e-07,1.08115752615482e-05,124,410,
10494390,Hist2h2aa1,histone cluster 2 H2aa1,15267,0.302,5.7662216054164e-09,3.91408801664072e-07,1638,5424,
10545283,Smyd1,SET and MYND domain containing 1,12180,0.302,1.50759092460056e-07,5.84326298956379e-06,39,130,
10586246,Dennd4a,DENN/MADD domain containing 4A,102442,0.301,9.42220782035874e-07,2.74322737498809e-05,204,677,
10539135,Capg,capping protein (actin filament) gelsolin-like,12332,0.3,5.80468547417345e-07,1.83584227648922e-05,82,274,
10426016,Gtse1,G two S phase expressed protein 1,29870,0.299,1.80071320153295e-08,1.029297578179e-06,59,197,
10515744,Cdc20,cell division cycle 20 homolog (S. cerevisiae),107995,0.298,2.72151773535171e-08,1.45905812891414e-06,98,329,
10435712,Cd80,CD80 antigen,12519,0.296,1.810939324303e-06,4.65357520825864e-05,41,137,
10389879,Wfikkn2,WAP follistatin/kazal immunoglobulin kunitz and netrin domain containing 2,278507,0.296,3.03646226989568e-08,1.58315298515356e-06,63,212,
10457640,S100a11,S100 calcium binding protein A11 (calgizzarin),20195,0.296,4.61264296118043e-08,2.24399305989064e-06,1289,4354,
10462005,Tmem2,transmembrane protein 2,83921,0.296,9.17693668367008e-07,2.68436169049795e-05,41,140,
10437590,Carhsp1,calcium regulated heat stable protein 1,52502,0.295,2.72234182627828e-08,1.45905812891414e-06,88,297,
10396440,Gm5068,predicted gene 5068,277089,0.295,1.20675728700857e-07,4.92222669506181e-06,54,184,
10489891,B4galt5,UDP-Gal:betaGlcNAc beta 14-galactosyltransferase polypeptide 5,56336,0.295,1.9690320567799e-08,1.1203702492938e-06,336,1140,
10494386,Hist2h2ab,histone cluster 1 H2an,319170,0.294,7.12241402641298e-09,4.72333103696588e-07,1475,5023,
10396068,Ppil5,peptidylprolyl isomerase (cyclophilin) like 5,69706,0.293,5.0298822907336e-08,2.41369745916632e-06,22,75,
10453715,Rab18,RAB18 member RAS oncogene family,19330,0.292,4.61908530504735e-08,2.24399305989064e-06,79,269,
10411229,F2r,coagulation factor II (thrombin) receptor,14062,0.291,7.16663112443963e-08,3.1780565993467e-06,237,814,
10593050,Il10ra,interleukin 10 receptor alpha,16154,0.29,3.95281907072596e-09,2.90596332981217e-07,174,599,
10408197,Hist1h2bh,histone cluster 1 H2bh,319182,0.289,7.69068243442085e-08,3.38634607121266e-06,392,1356,
10493990,S100a11,S100 calcium binding protein A11 (calgizzarin),20195,0.289,2.93824478859941e-08,1.54487208062182e-06,1227,4252,
10505299,Bspry,B-box and SPRY domain containing,192120,0.288,1.02610980522129e-07,4.31242977499579e-06,64,222,
10500329,Hist2h2aa1,histone cluster 2 H2aa1,15267,0.287,3.65120805096326e-09,2.72441338461396e-07,1717,5982,
10548525,Klra10,killer cell lectin-like receptor subfamily A member 10,16628,0.287,1.37320283588888e-07,5.42586260287474e-06,13,44,
10586250,Dennd4a,DENN/MADD domain containing 4A,102442,0.287,3.95762088741028e-07,1.32136036211799e-05,145,505,
10499612,Zbtb7b,zinc finger and BTB domain containing 7B,22724,0.286,1.22830288569547e-08,7.35859723973618e-07,84,293,
10421774,Dgkh,diacylglycerol kinase eta,380921,0.285,9.79824533030365e-09,6.07442462989621e-07,81,284,
10406581,Dhfr,dihydrofolate reductase,13361,0.282,6.27488156928803e-08,2.87234453617265e-06,107,381,
10586252,Dennd4a,DENN/MADD domain containing 4A,102442,0.28,1.9788126684154e-07,7.42710381359166e-06,120,429,
10474381,Kif18a,kinesin family member 18A,228421,0.28,5.63216052494408e-08,2.6434030998617e-06,42,152,
10478355,Mybl2,myeloblastosis oncogene-like 2,17865,0.279,7.58358354950182e-08,3.3450985702776e-06,100,359,
10409220,Hist2h2aa1,histone cluster 2 H2aa1,15267,0.279,2.86010007170912e-09,2.22054249181105e-07,2248,8060,
10503315,Rad54b,RAD54 homolog B (S. cerevisiae),623474,0.278,3.54319130616978e-09,2.65974137748082e-07,30,107,
10555460,Stard10,START domain containing 10,56018,0.278,8.23365916195547e-08,3.57489988909851e-06,137,494,
10367076,Prim1,DNA primase p49 subunit,19075,0.277,8.09625412528444e-09,5.21382029225682e-07,133,480,
10572906,Mcm5,minichromosome maintenance deficient 5 cell division cycle 46 (S. cerevisiae),17218,0.277,8.0879423239201e-09,5.21382029225682e-07,262,946,
10358713,1700025G04Rik,RIKEN cDNA 1700025G04 gene,69399,0.276,4.43309370043929e-09,3.16566077943691e-07,37,134,
10381474,Arl4d,ADP-ribosylation factor-like 4D,80981,0.276,1.61763070580153e-06,4.25259414029386e-05,49,177,
10372028,Plxnc1,plexin C1,54712,0.276,7.91588671312146e-09,5.13749293396909e-07,95,344,
10393431,Tk1,thymidine kinase 1,21877,0.275,2.02480533464556e-07,7.53514023389008e-06,92,333,
10587107,Myo5a,myosin VA,17918,0.275,3.92791292738499e-08,1.96175242437452e-06,84,305,
10362275,Samd3,sterile alpha motif domain containing 3,268288,0.275,3.28207818384704e-09,2.47866522720715e-07,24,87,
10523595,Ptpn13,protein tyrosine phosphatase non-receptor type 13,19249,0.274,8.83591906154139e-09,5.5595385306765e-07,34,124,
10562576,Plekhf1,pleckstrin homology domain containing family F (with FYVE domain) member 1,72287,0.273,6.73671941924312e-08,3.04705120447145e-06,32,118,
10535389,Rnf216,ring finger protein 216,108086,0.273,3.16759181548705e-09,2.41415055735683e-07,92,337,
10534456,Hip1,huntingtin interacting protein 1,215114,0.272,1.61268696883483e-09,1.33830687650853e-07,54,198,
10483178,Cobll1,Cobl-like 1,319876,0.27,2.35948377879659e-09,1.89508742265514e-07,106,394,
10491805,Plk4,polo-like kinase 4 (Drosophila),20873,0.269,3.94482571010549e-08,1.96625892694498e-06,68,254,
10345807,Il18r1,interleukin 18 receptor 1,16182,0.269,9.58693170426861e-08,4.09119027283874e-06,261,971,
10598083,LOC100503984,,NA,0.267,4.47405374725831e-07,1.47295069338404e-05,39,146,
10357436,Mcm6,minichromosome maintenance deficient 6 (MIS5 homolog S. pombe) (S. cerevisiae),17219,0.267,1.23321148396788e-09,1.09374009264938e-07,535,2002,
10361375,Fbxo5,F-box protein 5,67141,0.266,1.12393695145436e-08,6.79872735537514e-07,111,416,
10412207,Gpx8,glutathione peroxidase 8 (putative),69590,0.266,1.52968679188087e-09,1.28359778542946e-07,31,116,
10541034,Anubl1,AN1 ubiquitin-like homolog (Xenopus laevis),67492,0.265,1.8863943350827e-07,7.10161927778414e-06,33,124,
10474825,D2Ertd750e,DNA segment Chr 2 ERATO Doi 750 expressed,51944,0.265,6.15895818175795e-07,1.93073655101599e-05,87,328,
10356082,Plscr1,phospholipid scramblase 1,22038,0.265,8.62072259412041e-09,5.48075633904767e-07,38,144,
10412267,Itga2,integrin alpha 2,16398,0.264,7.83605584249895e-10,7.56938696537825e-08,52,198,
10432511,Racgap1,Rac GTPase-activating protein 1,26934,0.264,4.17069900012761e-09,3.00893005482879e-07,736,2790,
10427131,Soat2,sterol O-acyltransferase 2,223920,0.262,4.61626603728056e-09,3.26836881196324e-07,61,231,
10469936,Nrarp,Notch-regulated ankyrin repeat protein,67122,0.261,1.20256276453586e-09,1.07036675777724e-07,50,192,
10392183,Ern1,endoplasmic reticulum (ER) to nucleus signalling 1,78943,0.26,6.64932549347971e-08,3.01299072633639e-06,109,421,
10500324,Hist2h2ac,histone cluster 2 H2aa1,15267,0.258,8.37909376388415e-10,7.94006748226315e-08,1609,6226,
10465861,Incenp,inner centromere protein,16319,0.258,1.28345238185744e-09,1.11839861051227e-07,133,515,
10478572,Ube2c,ubiquitin-conjugating enzyme E2C,68612,0.257,9.12013047721759e-08,3.91208075306741e-06,61,236,
10458090,Reep5,receptor accessory protein 5,13476,0.257,2.18531008965361e-08,1.22387186638983e-06,275,1071,
10359982,Atf6,activating transcription factor 6,226641,0.257,8.71164640280099e-09,5.52446950764901e-07,128,499,
10594426,Zwilch,Zwilch kinetochore associated homolog (Drosophila),68014,0.256,4.03406830933025e-09,2.93110934125739e-07,36,141,
